post_id,date,category,title,url,text_len,image_count,is_algo_explainer,algo_level_hint,has_returns_record,has_summary_record
134,2025-11-02T23:34:51+09:00,코인분석,"파밍 제작 ( 업비트,빗썸,바이낸스,뉴스 시스템 )",https://mingogogo.tistory.com/134,2292,3,N,,N,N
135,2025-11-03T02:02:44+09:00,코인분석,MVRUZ 스코어,https://mingogogo.tistory.com/135,24,1,N,,N,N
136,2025-11-03T07:27:24+09:00,코인분석,11월3일 디커플링 15분,https://mingogogo.tistory.com/136,22,6,N,,N,N
137,2025-11-04T00:03:05+09:00,코인 프로그램 무료 버전,코인 모의투자 프로그램 레버리지 125배가능  데이터 자동저장,https://mingogogo.tistory.com/137,2602,4,N,,N,N
138,2025-11-04T01:47:50+09:00,코인분석,11-4일 디커플링 코인,https://mingogogo.tistory.com/138,58,4,N,,N,N
139,2025-11-04T07:23:48+09:00,코인분석,디커플링 추천리스트,https://mingogogo.tistory.com/139,22,10,N,,N,N
141,2025-11-06T14:06:17+09:00,눌림코인 저장공간,11월6일 목요일 디커플링 바닥권,https://mingogogo.tistory.com/141,732,10,N,,N,N
142,2025-11-07T00:11:04+09:00,민이 일기,"성공하는 마인드 ""RAS""
(망상 활성계)",https://mingogogo.tistory.com/142,3026,2,N,,N,N
143,2025-11-07T07:25:51+09:00,카테고리 없음,11월7일 디커플링 +바닥권,https://mingogogo.tistory.com/143,5,10,N,,N,N
144,2025-11-07T10:40:03+09:00,눌림코인 저장공간,11월7일 업비트 시장시세,https://mingogogo.tistory.com/144,7,4,N,,N,N
146,2025-11-08T18:46:17+09:00,눌림코인 저장공간,11월8일 업비트 시세 디커플링 오후7시,https://mingogogo.tistory.com/146,191,7,N,,N,N
147,2025-11-08T18:57:13+09:00,눌림코인 저장공간,11월8일15분봉200개 바닥권,https://mingogogo.tistory.com/147,165,6,N,,N,N
148,2025-11-09T18:39:24+09:00,코인분석,텔레그램 검색 기능 활용법,https://mingogogo.tistory.com/148,375,2,N,,N,N
149,2025-11-09T18:54:31+09:00,눌림코인 저장공간,11-09 눌림코인 리스트,https://mingogogo.tistory.com/149,184,7,N,,N,N
150,2025-11-09T19:00:18+09:00,눌림코인 저장공간,업비트 디커플링 분석,https://mingogogo.tistory.com/150,178,2,N,,N,N
151,2025-11-10T07:07:18+09:00,카테고리 없음,11월10일 디커플링1분봉  +바닥권15분,https://mingogogo.tistory.com/151,0,10,N,,N,N
152,2025-11-10T12:41:40+09:00,눌림코인 저장공간,15분봉200개,https://mingogogo.tistory.com/152,12,10,N,,N,N
153,2025-11-10T16:39:12+09:00,눌림코인 저장공간,15분봉 디커플링 11월10일,https://mingogogo.tistory.com/153,0,5,N,,N,N
154,2025-11-11T03:03:15+09:00,코인추천,신형 테스트 (투자 책임은 본인에게),https://mingogogo.tistory.com/154,15,4,N,,N,N
155,2025-11-11T07:19:27+09:00,눌림코인 저장공간,11월11일 15분 눌림,https://mingogogo.tistory.com/155,0,6,N,,N,N
156,2025-11-11T18:50:15+09:00,카테고리 없음,구형 신형 분석기 비교,https://mingogogo.tistory.com/156,20,8,N,,N,N
157,2025-11-11T21:19:58+09:00,눌림코인 저장공간,신형분석기 테스트,https://mingogogo.tistory.com/157,12,5,N,,N,N
158,2025-11-12T13:01:04+09:00,눌림코인 저장공간,업비트 디커플링 60분봉200개 분석,https://mingogogo.tistory.com/158,46,5,N,,N,N
159,2025-11-13T05:48:26+09:00,코인 프로그램 유료버전,과거 차트 비교 시스템,https://mingogogo.tistory.com/159,2648,5,N,,N,N
160,2025-11-13T06:16:01+09:00,인증 저장공간,11월 12일 추천리스트 그리고 결과,https://mingogogo.tistory.com/160,1037,5,N,,N,N
161,2025-11-13T06:27:39+09:00,인증 저장공간,코인 추천 했었던 내용 그리고 현제 결과,https://mingogogo.tistory.com/161,1153,8,N,,N,N
162,2025-11-13T08:03:05+09:00,눌림코인 저장공간,11_13일 신형 디커플링 분석기,https://mingogogo.tistory.com/162,534,3,N,,N,N
163,2025-11-14T11:12:43+09:00,카테고리 없음,네오 무브먼트 롱숏 테스트,https://mingogogo.tistory.com/163,22,8,N,,N,N
164,2025-11-15T03:14:48+09:00,코인 강의(공부하기),암호화폐 상승 하락 시그널 완벽 가이드 금리 상승 하락에 따른 변동,https://mingogogo.tistory.com/164,10561,0,N,,N,N
165,2025-11-15T03:19:14+09:00,카테고리 없음,암호화폐(코인)투자 가이드 금리란?,https://mingogogo.tistory.com/165,9038,0,N,,N,N
166,2025-11-15T12:53:44+09:00,눌림코인 저장공간,코인 디커플링리스트,https://mingogogo.tistory.com/166,15,10,N,,N,N
167,2025-11-16T08:54:00+09:00,눌림코인 저장공간,바닥권 리스트15분봉,https://mingogogo.tistory.com/167,0,10,N,,N,N
168,2025-11-16T10:09:21+09:00,코인분석,조라 엘프 급등전 30분 스퀴즈,https://mingogogo.tistory.com/168,11,3,N,,N,N
169,2025-11-16T15:27:59+09:00,카테고리 없음,MINJINE 코인 자동화 사업 로드맵,https://mingogogo.tistory.com/169,5505,0,N,,N,N
170,2025-11-16T20:37:36+09:00,눌림코인 저장공간,눌림코인 +디커플링,https://mingogogo.tistory.com/170,0,10,N,,N,N
171,2025-11-16T20:42:12+09:00,눌림코인 저장공간,월랫. +에이더블유이 급등전 스퀴즈,https://mingogogo.tistory.com/171,7,5,N,,N,N
172,2025-11-19T09:12:20+09:00,눌림코인 저장공간,11월19일 바닥권 디커플링 코인,https://mingogogo.tistory.com/172,0,10,N,,N,N
173,2025-11-19T23:04:53+09:00,매출 폭발 마케팅 실전기,MINJINE 마케팅 전략,https://mingogogo.tistory.com/173,21877,0,N,,N,N
179,2025-11-22T20:25:37+09:00,카테고리 없음,제안서,https://mingogogo.tistory.com/179,1969,0,N,,N,N
180,2025-11-22T20:27:46+09:00,카테고리 없음,제안서,https://mingogogo.tistory.com/180,3451,0,N,,N,N
181,2025-11-23T12:23:49+09:00,코인 프로그램 인증,11월23일 브리핑,https://mingogogo.tistory.com/181,2326,8,N,,N,N
182,2025-11-23T22:39:06+09:00,코인 프로그램 인증,파밍 코인분석기 후기 [데이터 분석] 급등 신호 포착!,https://mingogogo.tistory.com/182,1829,11,N,weak,N,N
184,2025-11-24T07:31:31+09:00,눌림코인 저장공간,11월 24일급등예상코인 리스트,https://mingogogo.tistory.com/184,0,10,N,,N,N
185,2025-11-25T02:16:33+09:00,코인분석,11월24일,https://mingogogo.tistory.com/185,0,2,N,,N,N
188,2025-11-25T09:57:09+09:00,코인추천,신형 알고리즘 분석기,https://mingogogo.tistory.com/188,0,2,N,,N,N
189,2025-11-25T12:52:29+09:00,눌림코인 저장공간,25일 급등예상코인 리스트,https://mingogogo.tistory.com/189,0,10,N,,N,N
190,2025-11-25T14:59:12+09:00,코인추천,단타용,https://mingogogo.tistory.com/190,0,9,N,,N,N
192,2025-11-25T19:19:48+09:00,눌림코인 저장공간,11월 25일 신형 디커플링 분석기,https://mingogogo.tistory.com/192,0,3,N,,N,N
193,2025-11-25T19:29:32+09:00,눌림코인 저장공간,11월 25일 오후 7시30분극과매도분석,https://mingogogo.tistory.com/193,0,2,N,,N,N
194,2025-11-25T19:39:04+09:00,코인 프로그램 유료버전,데이터로 바닥 잡는 '퀀텀 알파' 분석기,https://mingogogo.tistory.com/194,1630,4,N,,N,N
195,2025-11-25T19:46:08+09:00,코인 강의(공부하기),바이낸스 인터페이스,https://mingogogo.tistory.com/195,1297,0,N,,N,N
198,2025-11-25T20:10:35+09:00,코인 강의(공부하기),바이낸스 인터페이스,https://mingogogo.tistory.com/198,2519,0,N,,N,N
199,2025-11-25T21:50:00+09:00,눌림코인 저장공간,신형,https://mingogogo.tistory.com/199,0,2,N,,N,N
200,2025-11-26T00:28:44+09:00,눌림코인 저장공간,11월26일 오전 12시27분 디커플링 분석기 최신판,https://mingogogo.tistory.com/200,0,2,N,,N,N
201,2025-11-26T09:58:34+09:00,눌림코인 저장공간,11월 26일 신형 디커플링 리스트,https://mingogogo.tistory.com/201,0,10,N,,N,N
202,2025-11-26T09:59:59+09:00,눌림코인 저장공간,11월26일 바닥권 프로그램 리스트,https://mingogogo.tistory.com/202,0,10,N,,N,N
203,2025-11-26T14:04:52+09:00,눌림코인 저장공간,11월 26일 오후2시 시장현황,https://mingogogo.tistory.com/203,0,2,N,,N,N
205,2025-11-26T17:13:28+09:00,눌림코인 저장공간,분석 저장 공간 24시간 가량 분석 ( 11월 26일 오후 5시 13분 작성),https://mingogogo.tistory.com/205,0,2,N,,N,N
206,2025-11-26T23:43:55+09:00,코인 강의(공부하기),"마진거래 vs 선물거래 가이드 바이낸스,비트겟,바이비트,MEXC,OKX",https://mingogogo.tistory.com/206,6036,0,N,,N,N
207,2025-11-26T23:49:28+09:00,코인 강의(공부하기),선물거래 양방향 배팅 노하우,https://mingogogo.tistory.com/207,12653,0,N,,N,N
208,2025-11-27T00:10:06+09:00,코인 강의(공부하기),마진거래 시뮬레이터,https://mingogogo.tistory.com/208,1922,0,N,,N,N
209,2025-11-27T07:33:09+09:00,카테고리 없음,신형알고리즘11월27일,https://mingogogo.tistory.com/209,0,4,N,,N,N
210,2025-11-27T10:00:03+09:00,카테고리 없음,디커플링신형 11월27일 오전10시,https://mingogogo.tistory.com/210,0,10,N,,N,N
211,2025-11-27T23:03:19+09:00,눌림코인 저장공간,디커플링 신형 분석기 11-27일 오후 11,https://mingogogo.tistory.com/211,126,4,N,,N,N
213,2025-11-27T23:18:13+09:00,인증 저장공간,추천 또는 인증 글,https://mingogogo.tistory.com/213,996,4,N,,N,N
214,2025-11-27T23:31:21+09:00,수익율 인증공간 날자별 최대 3일후까지,2025 추천 리스트,https://mingogogo.tistory.com/214,318,1,N,,Y,Y
215,2025-11-27T23:41:35+09:00,수익율 인증공간 날자별 최대 3일후까지,11월 19일 추천 코인 수익율 인증,https://mingogogo.tistory.com/215,1087,1,N,,N,N
216,2025-11-27T23:53:30+09:00,수익율 인증공간 날자별 최대 3일후까지,11월 13일 오전 7시 58분 추천리스트 수익율 체크,https://mingogogo.tistory.com/216,1138,1,N,weak,Y,Y
217,2025-11-28T00:00:01+09:00,코인 프로그램 인증,11월 11일 추천 코인 리스트 수익율 체크 (과거초기 분석 프로그램),https://mingogogo.tistory.com/217,1136,1,N,weak,Y,Y
218,2025-11-28T00:29:45+09:00,수익율 인증공간 날자별 최대 3일후까지,11월25일 오후 6시 신형디커플링 추천리스트 3일 수익율 추적,https://mingogogo.tistory.com/218,319,1,N,,Y,Y
219,2025-11-28T07:34:00+09:00,눌림코인 저장공간,11월28일 급등예상코인 오전7시,https://mingogogo.tistory.com/219,29,9,N,,N,N
220,2025-11-28T12:23:37+09:00,눌림코인 저장공간,11월28일 금 오전12시18분 바닥권,https://mingogogo.tistory.com/220,0,10,N,,N,N
221,2025-11-28T21:15:32+09:00,수익율 인증공간 날자별 최대 3일후까지,7월15일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/221,298,1,N,,Y,Y
222,2025-11-28T21:35:59+09:00,수익율 인증공간 날자별 최대 3일후까지,7월10일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/222,322,1,N,,Y,Y
223,2025-11-28T21:45:29+09:00,수익율 인증공간 날자별 최대 3일후까지,7월11일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/223,313,1,N,,Y,Y
224,2025-11-28T21:55:57+09:00,수익율 인증공간 날자별 최대 3일후까지,7월13일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/224,310,1,N,,Y,Y
225,2025-11-29T08:08:29+09:00,눌림코인 저장공간,11월 29일 바닥권 신형 프로그램,https://mingogogo.tistory.com/225,0,9,N,,N,N
226,2025-11-29T15:57:14+09:00,수익율 인증공간 날자별 최대 3일후까지,7월14일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/226,319,1,N,,Y,Y
227,2025-11-29T16:04:16+09:00,눌림코인 저장공간,4시간봉 200캔들,https://mingogogo.tistory.com/227,17,10,N,,N,N
228,2025-11-29T16:12:23+09:00,수익율 인증공간 날자별 최대 3일후까지,7월17일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/228,315,1,N,,Y,Y
229,2025-11-29T16:18:49+09:00,수익율 인증공간 날자별 최대 3일후까지,7월18일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/229,310,1,N,,Y,Y
230,2025-11-29T16:25:00+09:00,수익율 인증공간 날자별 최대 3일후까지,7월19일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/230,316,1,N,,Y,Y
231,2025-11-29T16:34:23+09:00,수익율 인증공간 날자별 최대 3일후까지,7월21일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/231,321,1,N,,Y,Y
232,2025-11-29T21:51:55+09:00,눌림코인 저장공간,신형디커플링 240분 11월29일,https://mingogogo.tistory.com/232,0,10,N,,N,N
233,2025-11-29T21:59:13+09:00,눌림코인 저장공간,ㅣ기관급 분석기 11월29일 토요일오후10시,https://mingogogo.tistory.com/233,0,3,N,,N,N
234,2025-11-30T13:35:06+09:00,눌림코인 저장공간,과매도 리스트11월30 일 오후1시30분,https://mingogogo.tistory.com/234,0,10,N,,N,N
